   MULLIKEN OVERLAP POPULATIONS
  i      j                   value 
   72    20    5.7295900033186948e-03
   72    21   -2.8160904374591782e-16
   72    22   -2.6369321590624976e-15
   72    23   -1.8453694392198379e-17
   72    24   -1.8301795673890228e-17
   72    25   -2.6366397379221161e-15
   72    26   -7.3747973844047309e-03
   72    27   -2.7422944080440062e-15
   72    28   -2.0671245661258717e-15
   72    29   -2.4911500272724060e-17
   72    30   -4.3812039540985160e-17
   72    31   -2.0289773906507954e-15
   72    32   -4.5611588994062804e-03
   72    33   -2.4707209563676772e-15
   72    34   -8.3441603218664540e-16
   72    35   -9.1198898152747828e-18
   72    36   -2.1951168672125476e-16
   72    37   -8.1191791523633333e-16
   72    38    3.4390726748828523e-02
   72    39   -9.8258029292838069e-16
   72    40   -8.6927357299317254e-16
   72    41   -1.3439971841781983e-15
   72    42   -1.3371704569887674e-15
   72    43   -9.5438353755752205e-16
   72    44   -1.5364992597062258e-15
   72    45   -1.5155388548943853e-15
   72    46   -9.1122707435084592e-16
   72    47    7.4704574464465332e-17
   72    48   -2.3761147348550166e-15
   72    49   -8.5332788634752223e-16
   72    50    1.1347672523178412e-16
   72    51   -3.7020795672345358e-15
   72    52   -1.8916120511690690e-15
   72    53    4.5779838870584008e-17
   72    54   -3.4168835392004530e-15
   72    55   -2.0070475991233761e-15
   72    56   -1.1980602358285895e-17
   72    57   -1.4643459369797204e-15
   72    58   -1.1287626423399752e-15
   72    59   -2.5866212275360717e-17
   72    60   -6.2638412134690158e-16
   72    61   -4.1662595322216682e-16
   72    62   -2.1507908736084888e-16
   72    63   -4.3542357847295360e-18
   72    64   -5.5318083873042954e-17
   72    65   -1.9913345862377517e-16
   72    66    4.7729302206427827e-02
   72    67   -6.2848870979920100e-16
   72    68   -4.4015587957010250e-16
   72    69    4.2733209402652923e-17
   72    70   -2.3745170693601093e-16
   72    71   -4.4102455883358862e-16
   72    72    1.4770232762101970e-01
   73     0    5.4140487487108063e-03
   73     1    7.5951313399673700e-03
   73     2    7.3255920303876062e-03
   73     3   -5.0275166281853523e-05
   73     4   -6.2254474689602208e-03
   73     5   -8.6680845045173597e-03
   73     6   -4.4328525557091273e-03
   73     7    4.7170477012949026e-15
   73     8    1.2669873180323717e-13
   73     9    1.7036455675160173e-02
   73    10    9.7942041714991392e-15
   73    11    1.6715076806420584e-13
   73    12    2.6178259966793068e-02
   73    13    1.7996891559413312e-14
   73    14    1.2877376860442398e-13
   73    15    2.8756926440081890e-02
   73    16    1.9798371813467340e-14
   73    17    4.8091110996974815e-14
   73    18    1.5431706857545139e-02
   73    19    1.0255483236548921e-14
   73    20    9.2453154648198054e-15
   73    21    3.5809436687249947e-03
   73    22   -4.1254975948922966e-04
   73    23   -3.3737246589086249e-18
   73    24   -3.8286859197528722e-15
   73    25   -4.1254975948923649e-04
   73    26   -9.8775002439317333e-15
   73    27   -4.0871680067828637e-03
   73    28   -2.8828765840062157e-03
   73    29    9.4636323530784819e-18
   73    30   -1.8256372818217962e-14
   73    31   -2.8828765840062166e-03
   73    32   -9.7264536896675214e-15
   73    33   -1.3768031291528364e-02
   73    34   -2.1262702638481781e-03
   73    35    1.8445419991020401e-17
   73    36   -3.2442459722295507e-14
   73    37   -2.1262702638481599e-03
   73    38    3.4577279478189798e-14
   73    39   -1.0492655709410482e-02
   73    40    1.0288525576183400e-03
   73    41   -6.0264262961686119e-03
   73    42   -6.3108296934878839e-03
   73    43   -3.2278125303202308e-02
   73    44   -2.4300295168071993e-02
   73    45   -9.1961158348064561e-03
   73    46   -2.7911987210520258e-03
   73    47    3.7151579100301649e-14
   73    48    8.4624522289719530e-15
   73    49   -3.5566219085532628e-14
   73    50    5.7094971020389878e-14
   73    51    1.2984255958744604e-14
   73    52    1.3373587696345876e-12
   73    53    4.7365738306283900e-14
   73    54    1.0735391446520234e-14
   73    55    2.4093269458923681e-12
   73    56    2.2287898100895510e-14
   73    57    4.9950259584440683e-15
   73    58    1.4394667044455074e-12
   73    59    7.1629886787827414e-15
   73    60    1.5602575878695759e-15
   73    61    4.9618357506312377e-13
   73    62   -2.0457075094399889e-02
   73    63    7.5539819932228894e-18
   73    64   -1.2253981409135799e-14
   73    65   -2.0457075094399910e-02
   73    66    5.5439172162572008e-14
   73    67   -2.7607697944509301e-02
   73    68   -1.7447301367245024e-02
   73    69    1.3552661936086715e-17
   73    70   -3.7929031073201237e-14
   73    71   -1.7447301367245031e-02
   73    72    1.7157119699140316e-13
   73    73   -1.5603744076932840e-02
   74     0   -2.7160920079408088e-03
   74     1   -3.7514882918909440e-04
   74     2   -2.7625001058219400e-04
   74     3    1.8959674928997763e-02
   74     4    3.1972550427813391e-02
   74     5    3.4176555306544620e-02
   74     6    1.8862141535909233e-02
   74     7   -5.7691872199501379e-14
   74     8   -7.3202778905392280e-13
   74     9   -4.3283363441332733e-02
   74    10   -1.0087326235565795e-13
   74    11   -9.6121194834644234e-13
   74    12   -6.6873707621971784e-02
   74    13   -1.5022356734473576e-13
   74    14   -7.2726719846945161e-13
   74    15   -7.5259802383843472e-02
   74    16   -1.4680166348167319e-13
   74    17   -2.5508102657413591e-13
   74    18   -4.4603941153791168e-02
   74    19   -7.2916797310620856e-14
   74    20   -4.1020053867530332e-14
   74    21   -1.2386290863773115e-02
   74    22    1.1864449643837299e-02
   74    23    8.3548254979651998e-18
   74    24    2.8491592299763090e-14
   74    25    1.1864449643837309e-02
   74    26    5.2625517369516450e-14
   74    27    2.1716064243301639e-02
   74    28    1.4914222186429254e-02
   74    29   -2.3871708788552687e-17
   74    30    1.2863258477251035e-13
   74    31    1.4914222186429252e-02
   74    32    3.3327680259579840e-14
   74    33    4.3590947651538821e-02
   74    34    8.3129439426759995e-03
   74    35   -4.4775157612672067e-17
   74    36    2.1834048397492250e-13
   74    37    8.3129439426759578e-03
   74    38   -2.4281823342023825e-13
   74    39    3.5953474373532066e-02
   74    40   -6.2276875468778511e-03
   74    41    1.1736316338198226e-02
   74    42    1.2657889435885155e-02
   74    43    9.0931769900929688e-02
   74    44    7.6228368776829439e-02
   74    45    3.4436135453973109e-02
   74    46    1.2584920328309367e-02
   74    47   -2.5953891169411722e-13
   74    48   -1.8460818336216670e-15
   74    49    1.1175433922202303e-12
   74    50   -3.9884443685298621e-13
   74    51   -2.7848946661723141e-15
   74    52   -8.4989361275098069e-12
   74    53   -3.3078938811389721e-13
   74    54   -2.2273320975547263e-15
   74    55   -1.6656793787396838e-11
   74    56   -1.5556293834964136e-13
   74    57   -9.0303371890337342e-16
   74    58   -1.0121291794337114e-11
   74    59   -4.9951626297299627e-14
   74    60   -1.7663483355539294e-16
   74    61   -3.5078874670427968e-12
   74    62    5.5647490377558992e-02
   74    63   -1.6286200149841351e-17
   74    64    7.4160304189507013e-14
   74    65    5.5647490377559047e-02
   74    66   -3.3859960263532106e-13
   74    67    7.7955019694154248e-02
   74    68    5.0154147842302974e-02
   74    69   -3.3855947843546526e-17
   74    70    2.2950733459234784e-13
   74    71    5.0154147842302994e-02
   74    72   -1.0478475613399495e-12
   74    73    6.2208089967992312e-02
   74    74    1.3010751211799409e-02
   75     0   -1.9994836654376691e-15
   75     1   -2.8258658441601490e-15
   75     2   -2.7020968922991545e-15
   75     3   -6.7675069736417183e-16
   75     4    3.7359246879220354e-16
   75     5    1.4715044195017637e-15
   75     6    1.4331975081160544e-15
   75     7    1.3784246310207988e-15
   75     8   -6.8384346755215105e-16
   75     9   -4.8804490742320917e-16
   75    10    1.7873293294247980e-15
   75    11   -9.7210965976980900e-16
   75    12   -8.5920182234259228e-16
   75    13    1.2857072783180030e-15
   75    14   -9.5382258094937489e-16
   75    15   -2.0258622526009593e-15
   75    16    3.6624749222353048e-16
   75    17   -6.1256549970871137e-16
   75    18   -2.7756569491972654e-15
   75    19    1.4743557546008630e-17
   75    20   -2.4417690479174725e-16
   75    21   -1.4446936272249681e-15
   75    22    1.5271678354170117e-17
   75    23    1.5409849106676970e-30
   75    24   -7.7069972677459258e-17
   75    25    1.5271678354172101e-17
   75    26    1.2102041459957185e-16
   75    27    1.3053740018290134e-16
   75    28    3.8080840280241970e-16
   75    29    2.8854091878360528e-30
   75    30    5.1081735548268934e-17
   75    31    3.8080840280242310e-16
   75    32    4.0337418068026047e-16
   75    33    1.2672952917178649e-15
   75    34    3.8937240128687458e-16
   75    35    2.7652660453698142e-30
   75    36    6.7170597156769269e-16
   75    37    3.8937240128687576e-16
   75    38    4.7466699634890406e-16
   75    39    3.2538784512740236e-15
   75    40   -3.2585594018959865e-16
   75    41    2.1209691234336385e-16
   75    42    2.3536029501253568e-16
   75    43    3.4204538328238072e-15
   75    44    3.9367110771656155e-15
   75    45    2.6286046322962594e-15
   75    46    1.2423965800177924e-15
   75    47   -2.3085855273536171e-16
   75    48   -7.6804598878941845e-16
   75    49   -1.8236553938600264e-15
   75    50   -3.5475800880344960e-16
   75    51   -1.1802485219802474e-15
   75    52   -3.6772215331512650e-15
   75    53   -2.9418234364661184e-16
   75    54   -9.7871864106095432e-16
   75    55   -3.2437257020726980e-15
   75    56   -1.3830736341483726e-16
   75    57   -4.6013636675867978e-16
   75    58   -1.4735340750322945e-15
   75    59   -4.4386720715840850e-17
   75    60   -1.4767069444641621e-16
   75    61   -4.5649474983869666e-16
   75    62    1.8275455748892371e-15
   75    63    6.6968954100594864e-31
   75    64    7.2870086157842393e-16
   75    65    1.8275455748892403e-15
   75    66   -1.8354073898551801e-17
   75    67    2.9329632334041723e-15
   75    68    2.0642991224577342e-15
   75    69    2.3882205439580701e-30
   75    70    2.2550259152978114e-15
   75    71    2.0642991224577374e-15
   75    72   -5.6798220607119278e-17
   75    73    4.4183911069463867e-15
   75    74    8.2997294574783404e-16
   75    75    2.7239142772361455e-30
   76     0    4.7905207631625158e-16
   76     1   -7.4338842608560210e-16
   76     2   -8.1103571366796403e-16
   76     3   -6.4996767362570385e-15
   76     4   -8.3289619896470258e-15
   76     5   -6.5968174475935146e-15
   76     6   -2.9580908369813328e-15
   76     7    1.1415914970559661e-02
   76     8    6.0163778770467465e-16
   76     9    1.6158481058531635e-15
   76    10    1.4987422323942916e-02
   76    11    7.6704449344497669e-16
   76    12    3.6429303845530087e-15
   76    13    1.1332547996635575e-02
   76    14    5.1480678851812574e-16
   76    15    5.5038440129628898e-15
   76    16    3.9666053308786923e-03
   76    17    9.1212541680560904e-17
   76    18    2.2349913986459560e-15
   76    19    6.3522281166766218e-04
   76    20   -5.2599646055654739e-17
   76    21   -1.6857703709290972e-16
   76    22   -4.6879819612561826e-15
   76    23   -2.1115724101117280e-19
   76    24   -8.1762212081956838e-04
   76    25   -4.6852020479197226e-15
   76    26   -2.8384765146211921e-17
   76    27   -5.5476233275429288e-15
   76    28   -4.2686400338366280e-15
   76    29   -1.2943573147408595e-18
   76    30   -5.0568228772598098e-04
   76    31   -4.2587984873356436e-15
   76    32    3.5737629148140168e-17
   76    33   -8.2496835388177576e-15
   76    34   -1.6984984689855674e-15
   76    35   -2.1009164863679190e-18
   76    36    3.8127988437949459e-03
   76    37   -1.6930548156215963e-15
   76    38    2.8933207572783776e-16
   76    39   -3.5671830022137835e-15
   76    40   -5.0518145294228247e-15
   76    41   -9.0350231269564832e-15
   76    42   -8.7485537625560062e-15
   76    43   -1.1181895722931987e-14
   76    44   -8.5176980452947625e-15
   76    45   -3.9447037616006679e-15
   76    46   -1.5294167360111013e-15
   76    47    4.2152513099893650e-14
   76    48   -1.0324273877876759e-16
   76    49   -8.2012481105055200e-17
   76    50    6.4738500776291034e-14
   76    51   -1.7417839611995982e-16
   76    52   -2.8756256290863363e-15
   76    53    5.3646528895534650e-14
   76    54   -1.6771389034827963e-16
   76    55   -5.3059735488176741e-15
   76    56    2.5231083463120782e-14
   76    57   -1.1980940672165555e-16
   76    58   -3.2483342647479918e-15
   76    59    8.0742364450944005e-15
   76    60   -7.1111471259087140e-17
   76    61   -1.1604823132995977e-15
   76    62   -6.2352549691199953e-15
   76    63   -2.8166977808485017e-18
   76    64    5.2916075196140786e-03
   76    65   -6.2355253279901416e-15
   76    66    3.0518616872311496e-16
   76    67   -8.2734025044918200e-15
   76    68   -4.6054003603618728e-15
   76    69   -1.2687391935966149e-18
   76    70    1.6375323153134901e-02
   76    71   -4.6043060174683024e-15
   76    72    9.3994504510715662e-16
   76    73   -6.8399219796131463e-15
   76    74   -1.1972246951387913e-15
   76    75   -1.8779514571551151e-19
   76    76    1.1770255918364022e-02
   77     0   -2.7160920079356268e-03
   77     1   -3.7514882918234172e-04
   77     2   -2.7625001057577899e-04
   77     3    1.8959674928996986e-02
   77     4    3.1972550427810283e-02
   77     5    3.4176555306541526e-02
   77     6    1.8862141535907595e-02
   77     7   -5.6038383557907891e-14
   77     8   -7.3285788121922393e-13
   77     9   -4.3283363441331497e-02
   77    10   -9.8425508678947632e-14
   77    11   -9.6254792428142540e-13
   77    12   -6.6873707621969550e-02
   77    13   -1.4755746978602335e-13
   77    14   -7.2900204045455898e-13
   77    15   -7.5259802383840488e-02
   77    16   -1.4482987082574820e-13
   77    17   -2.5661144271121491e-13
   77    18   -4.4603941153789413e-02
   77    19   -7.2056667313114656e-14
   77    20   -4.1749006248060992e-14
   77    21   -1.2386290863772728e-02
   77    22    1.1864449643835416e-02
   77    23    8.3548254979644834e-18
   77    24    2.8104701102811564e-14
   77    25    1.1864449643835429e-02
   77    26    5.2923601486211085e-14
   77    27    2.1716064243299322e-02
   77    28    1.4914222186426964e-02
   77    29   -2.3871708788550533e-17
   77    30    1.2716905377397202e-13
